circID	read	GT_AG_read	CT_AC_read	left_backratio	right_backratio	circID	annotaion	length_exon	pos_exon
chr14_31695691_31730761_+	1	1	0	1	1	chr14_31695691_31730761_+	gene_id "ENSG00000151413.16"; transcript_id "ENST00000418681.6"; gene_type "protein_coding"; gene_name "NUBPL"	234	exon_number1
chrX_77652114_77656653_-	222	222	0	0.86968085106383	0.319884726224784	chrX_77652114_77656653_-	gene_id "ENSG00000085224.22"; transcript_id "ENST00000373344.10"; gene_type "protein_coding"; gene_name "ATRX"	434	exon_number13;exon_number14;exon_number15
chr1_32030298_32038619_+	68	68	0	0.171817058096415	0.163855421686747	chr1_32030298_32038619_+	gene_id "ENSG00000121774.17"; transcript_id "ENST00000307714.12"; gene_type "protein_coding"; gene_name "KHDRBS1"	870	exon_number7;exon_number6;exon_number5;exon_number4;exon_number3;exon_number2
chr7_33015670_33026915_-	9	9	0	0.255707762557078	0.0302013422818792	chr7_33015670_33026915_-	gene_id "ENSG00000122643.19"; transcript_id "ENST00000409787.4"; gene_type "protein_coding"; gene_name "NT5C3A"	784	exon_number2;exon_number3;exon_number4;exon_number5;exon_number6;exon_number7
chr10_26511747_26513660_+	32	32	0	0.0397515527950311	0.104575163398693	chr10_26511747_26513660_+	gene_id "ENSG00000077420.15"; transcript_id "ENST00000376236.8"; gene_type "protein_coding"; gene_name "APBB1IP"	280	exon_number8;exon_number7
chr7_36861659_36878117_-	25	25	0	0.274725274725275	0.177304964539007	chr7_36861659_36878117_-	gene_id "ENSG00000155849.15"; transcript_id "ENST00000497024.1"; gene_type "protein_coding"; gene_name "ELMO1"	491	exon_number1
chr19_34194478_34215661_+	10	10	0	0.077124183006536	0.163934426229508	chr19_34194478_34215661_+	gene_id "ENSG00000257103.8"; transcript_id "ENST00000588582.3"; gene_type "protein_coding"; gene_name "LSM14A"	1096	exon_number3;exon_number2;exon_number1
chr13_113242968_113244514_+	24	24	0	0.112676056338028	0.30379746835443	chr13_113242968_113244514_+	gene_id "ENSG00000139842.14"; transcript_id "ENST00000617546.4"; gene_type "protein_coding"; gene_name "CUL4A"	296	exon_number12;exon_number11
chr5_97013648_97028612_+	41	41	0	0.558441558441558	1	chr5_97013648_97028612_+	gene_id "ENSG00000113441.15"; transcript_id "ENST00000395770.3"; gene_type "protein_coding"; gene_name "LNPEP"	905	exon_number17;exon_number16;exon_number15;exon_number14;exon_number13;exon_number12
chr4_56011412_56011985_+	7	7	0	0.0608695652173913	0.189189189189189	chr4_56011412_56011985_+	gene_id "ENSG00000174799.10"; transcript_id "ENST00000257287.4"; gene_type "protein_coding"; gene_name "CEP135"	295	exon_number21;exon_number20
chr8_39007276_39026810_+	26	26	0	1	0.464285714285714	chr8_39007276_39026810_+	gene_id "ENSG00000168615.11"; transcript_id "ENST00000481513.5"; gene_type "protein_coding"; gene_name "ADAM9"	2209	exon_number4;exon_number3;exon_number2
chr19_57778751_57780146_+	1	1	0	0.025	1	NA	NA	NA	NA
chr15_63659736_63664594_-	11	11	0	1	0.104761904761905	chr15_63659736_63664594_-	gene_id "ENSG00000103657.13"; transcript_id "ENST00000443617.6"; gene_type "protein_coding"; gene_name "HERC1"	864	exon_number43;exon_number44;exon_number45;exon_number46;exon_number47
chrX_129565772_129569399_+	74	74	0	0.891566265060241	1	chrX_129565772_129569399_+	gene_id "ENSG00000122126.16"; transcript_id "ENST00000357121.5"; gene_type "protein_coding"; gene_name "OCRL"	355	exon_number15;exon_number14;exon_number13
chr12_109904737_109913072_+	19	19	0	0.121794871794872	0.253333333333333	chr12_109904737_109913072_+	gene_id "ENSG00000139437.17"; transcript_id "ENST00000312777.9"; gene_type "protein_coding"; gene_name "TCHP"	728	exon_number10;exon_number9;exon_number8;exon_number7;exon_number6;exon_number5;exon_number4
chr14_63998914_64016631_+	18	18	0	0.607843137254902	0.428571428571429	chr14_63998914_64016631_+	gene_id "ENSG00000054654.16"; transcript_id "ENST00000554584.5"; gene_type "protein_coding"; gene_name "SYNE2"	1527	exon_number32;exon_number31;exon_number30;exon_number29;exon_number28;exon_number27;exon_number26
chr5_113001084_113001674_+	34	34	0	0.167487684729064	0.276422764227642	chr5_113001084_113001674_+	gene_id "ENSG00000172795.15"; transcript_id "ENST00000515408.5"; gene_type "protein_coding"; gene_name "DCP2"	371	exon_number7;exon_number6;exon_number5
chr9_33960826_33989126_-	58	58	0	0.293577981651376	0.132686084142395	chr9_33960826_33989126_-	gene_id "ENSG00000137073.21"; transcript_id "ENST00000379238.5"; gene_type "protein_coding"; gene_name "UBAP2"	504	exon_number5;exon_number6;exon_number7;exon_number8;exon_number9;exon_number10
chr17_35420274_35423068_-	24	24	0	1	0.258064516129032	chr17_35420274_35423068_-	gene_id "ENSG00000172123.12"; transcript_id "ENST00000394562.5"; gene_type "protein_coding"; gene_name "SLFN12"	1185	exon_number4;exon_number5
chr12_128808788_128815070_-	36	36	0	0.423529411764706	0.6	chr12_128808788_128815070_-	gene_id "ENSG00000279500.1"; transcript_id "ENST00000623017.1"; gene_type "TEC"; gene_name "AC108704.2"	1564	exon_number1
chr2_229858772_229860531_-	18	18	0	0.173076923076923	0.15979381443299	chr2_229858772_229860531_-	gene_id "ENSG00000153827.13"; transcript_id "ENST00000409677.5"; gene_type "protein_coding"; gene_name "TRIP12"	927	exon_number3;exon_number4
chr1_145643869_145647267_+	56	56	0	1	1	chr1_145643869_145647267_+	gene_id "ENSG00000117262.18"; transcript_id "ENST00000493684.5"; gene_type "protein_coding"; gene_name "GPR89A"	1817	exon_number3;exon_number2;exon_number1
chr8_98706467_98707311_-	84	84	0	0.495652173913044	1	chr8_98706467_98707311_-	gene_id "ENSG00000104375.16"; transcript_id "ENST00000523601.5"; gene_type "protein_coding"; gene_name "STK3"	331	exon_number7;exon_number8
chr14_103654564_103657776_+	11	11	0	0.0495495495495495	0.1375	chr14_103654564_103657776_+	gene_id "ENSG00000126214.21"; transcript_id "ENST00000334553.10"; gene_type "protein_coding"; gene_name "KLC1"	491	exon_number3;exon_number2
chr2_218656150_218656463_-	2	2	0	0.0833333333333333	0.142857142857143	chr2_218656150_218656463_-	gene_id "ENSG00000115568.15"; transcript_id "ENST00000449707.5"; gene_type "protein_coding"; gene_name "ZNF142"	313	exon_number4
chr14_49853669_49862850_+	1	0	1	1	1	chr14_49853669_49862850_+	gene_id "ENSG00000282885.1"; transcript_id "ENST00000634923.1"; gene_type "lincRNA"; gene_name "AL627171.2"	713	exon_number3
chr2_206127797_206130242_-	107	107	0	1	0.699346405228758	chr2_206127797_206130242_-	gene_id "ENSG00000023228.13"; transcript_id "ENST00000457011.5"; gene_type "protein_coding"; gene_name "NDUFS1"	329	exon_number11;exon_number12
chr12_51073789_51074082_-	27	27	0	1	0.421875	chr12_51073789_51074082_-	gene_id "ENSG00000110925.6"; transcript_id "ENST00000228515.5"; gene_type "protein_coding"; gene_name "CSRNP2"	259	exon_number3
chr5_180238332_180241155_-	54	54	0	0.469565217391304	0.329268292682927	chr5_180238332_180241155_-	gene_id "ENSG00000050748.17"; transcript_id "ENST00000343111.10"; gene_type "protein_coding"; gene_name "MAPK9"	258	exon_number9;exon_number10;exon_number11
chr20_47262288_47276795_-	9	9	0	0.454545454545455	0.221804511278195	chr20_47262288_47276795_-	gene_id "ENSG00000101040.19"; transcript_id "ENST00000611941.4"; gene_type "protein_coding"; gene_name "ZMYND8"	621	exon_number11;exon_number12
chr22_27894555_27914347_-	21	21	0	0.0549738219895288	0.0958904109589041	chr22_27894555_27914347_-	gene_id "ENSG00000180957.17"; transcript_id "ENST00000471825.1"; gene_type "protein_coding"; gene_name "PITPNB"	691	exon_number2;exon_number3
chr22_24302195_24313466_+	18	18	0	0.620689655172414	0.0952380952380952	chr22_24302195_24313466_+	gene_id "ENSG00000258555.6"; transcript_id "ENST00000358654.2"; gene_type "protein_coding"; gene_name "SPECC1L-ADORA2A"	342	exon_number4;exon_number3
chr12_121177147_121177446_+	42	42	0	1	1	chr12_121177147_121177446_+	gene_id "ENSG00000089041.16"; transcript_id "ENST00000539695.5"; gene_type "protein_coding"; gene_name "P2RX7"	299	exon_number9
chr1_31338957_31348974_+	16	16	0	0.051948051948052	0.0220689655172414	chr1_31338957_31348974_+	gene_id "ENSG00000121766.15"; transcript_id "ENST00000627541.1"; gene_type "protein_coding"; gene_name "ZCCHC17"	414	exon_number6;exon_number5;exon_number4
chr1_67420009_67425223_-	1	1	0	0.00662251655629139	0.000637348629700446	chr1_67420009_67425223_-	gene_id "ENSG00000142864.14"; transcript_id "ENST00000462814.1"; gene_type "protein_coding"; gene_name "SERBP1"	556	exon_number1
chr7_77571078_77600806_+	36	36	0	0.137142857142857	0.354385964912281	chr7_77571078_77600806_+	gene_id "ENSG00000127947.15"; transcript_id "ENST00000481154.1"; gene_type "protein_coding"; gene_name "PTPN12"	628	exon_number2;exon_number1
chr6_13639563_13644729_-	50	50	0	0.122549019607843	0.554744525547445	chr6_13639563_13644729_-	gene_id "ENSG00000010017.12"; transcript_id "ENST00000011619.5"; gene_type "protein_coding"; gene_name "RANBP9"	594	exon_number6;exon_number7;exon_number8;exon_number9
chr3_185600765_185613408_+	18	18	0	0.165137614678899	0.285714285714286	chr3_185600765_185613408_+	gene_id "ENSG00000163904.12"; transcript_id "ENST00000296257.9"; gene_type "protein_coding"; gene_name "SENP2"	569	exon_number10;exon_number9;exon_number8;exon_number7;exon_number6;exon_number5
chr18_76849526_76868863_+	22	22	0	0.97887323943662	0.956521739130435	chr18_76849526_76868863_+	gene_id "ENSG00000130856.16"; transcript_id "ENST00000543926.6"; gene_type "protein_coding"; gene_name "ZNF236"	484	exon_number4;exon_number3;exon_number2
chr20_44506827_44512994_-	54	54	0	0.183673469387755	0.312138728323699	chr20_44506827_44512994_-	gene_id "ENSG00000132824.13"; transcript_id "ENST00000342374.4"; gene_type "protein_coding"; gene_name "SERINC3"	578	exon_number3;exon_number4;exon_number5;exon_number6
chr8_42957094_42964474_+	8	8	0	0.0245398773006135	0.079646017699115	chr8_42957094_42964474_+	gene_id "ENSG00000168172.8"; transcript_id "ENST00000527306.1"; gene_type "protein_coding"; gene_name "HOOK3"	308	exon_number9;exon_number8;exon_number7
chr1_178283564_178390206_+	20	20	0	1	1	chr1_178283564_178390206_+	gene_id "ENSG00000075391.16"; transcript_id "ENST00000367649.7"; gene_type "protein_coding"; gene_name "RASAL2"	359	exon_number4;exon_number3;exon_number2
chr7_77583555_77597901_+	2	2	0	0.00118623962040332	0.0948509485094851	chr7_77583555_77597901_+	gene_id "ENSG00000127947.15"; transcript_id "ENST00000481154.1"; gene_type "protein_coding"; gene_name "PTPN12"	628	exon_number2;exon_number1
chr20_19580000_19585544_+	15	15	0	1	0.333333333333333	chr20_19580000_19585544_+	gene_id "ENSG00000185052.11"; transcript_id "ENST00000613834.1"; gene_type "protein_coding"; gene_name "SLC24A3"	261	exon_number7;exon_number6;exon_number5
chr14_77552096_77576915_-	38	38	0	1	0.688888888888889	chr14_77552096_77576915_-	gene_id "ENSG00000100596.6"; transcript_id "ENST00000216484.6"; gene_type "protein_coding"; gene_name "SPTLC2"	815	exon_number4;exon_number5;exon_number6;exon_number7;exon_number8;exon_number9
chr2_119926598_119955323_+	4	4	0	1	0.0388349514563107	chr2_119926598_119955323_+	gene_id "ENSG00000088179.8"; transcript_id "ENST00000263708.6"; gene_type "protein_coding"; gene_name "PTPN4"	971	exon_number20;exon_number19;exon_number18;exon_number17;exon_number16;exon_number15;exon_number14;exon_number13
chr2_28778351_28793997_+	45	45	0	1	0.0842696629213483	chr2_28778351_28793997_+	gene_id "ENSG00000163806.15"; transcript_id "ENST00000462832.5"; gene_type "protein_coding"; gene_name "SPDYA"	702	exon_number4;exon_number3;exon_number2;exon_number1
chr1_108782422_108794907_+	30	30	0	0.100334448160535	0.352941176470588	chr1_108782422_108794907_+	gene_id "ENSG00000116266.10"; transcript_id "ENST00000370008.3"; gene_type "protein_coding"; gene_name "STXBP3"	297	exon_number13;exon_number12;exon_number11;exon_number10
chr15_85067014_85083644_+	45	45	0	1	0.523255813953488	chr15_85067014_85083644_+	gene_id "ENSG00000073417.14"; transcript_id "ENST00000557957.5"; gene_type "protein_coding"; gene_name "PDE8A"	388	exon_number6;exon_number5;exon_number4;exon_number3
chrX_134473359_134493590_+	45	45	0	0.576923076923077	0.576923076923077	chrX_134473359_134493590_+	gene_id "ENSG00000165704.14"; transcript_id "ENST00000462974.5"; gene_type "protein_coding"; gene_name "HPRT1"	453	exon_number6;exon_number5;exon_number4;exon_number3;exon_number2
chr3_53105673_53111908_-	6	6	0	1	0.315789473684211	chr3_53105673_53111908_-	gene_id "ENSG00000163933.9"; transcript_id "ENST00000471158.1"; gene_type "protein_coding"; gene_name "RFT1"	258	exon_number2;exon_number3;exon_number4
chrX_77633207_77664778_-	89	89	0	0.478494623655914	0.159857904085258	chrX_77633207_77664778_-	gene_id "ENSG00000085224.22"; transcript_id "ENST00000480283.5"; gene_type "protein_coding"; gene_name "ATRX"	1316	exon_number12;exon_number13;exon_number14;exon_number15;exon_number16;exon_number17;exon_number18;exon_number19;exon_number20
chr10_73152293_73160551_-	1	1	0	1	0.0263157894736842	chr10_73152293_73160551_-	gene_id "ENSG00000122882.10"; transcript_id "ENST00000430082.6"; gene_type "protein_coding"; gene_name "ECD"	702	exon_number3;exon_number4;exon_number5;exon_number6;exon_number7
chr3_101816795_101821750_+	39	39	0	1	1	chr3_101816795_101821750_+	gene_id "ENSG00000144815.15"; transcript_id "ENST00000273347.9"; gene_type "protein_coding"; gene_name "NXPE3"	206	exon_number7
chr3_197756426_197763638_+	19	19	0	0.0294117647058824	1	chr3_197756426_197763638_+	gene_id "ENSG00000122068.12"; transcript_id "ENST00000494309.5"; gene_type "protein_coding"; gene_name "FYTTD1"	303	exon_number3;exon_number2
chr10_95937991_95982113_+	37	37	0	1	0.411111111111111	chr10_95937991_95982113_+	gene_id "ENSG00000188649.13"; transcript_id "ENST00000646931.1"; gene_type "protein_coding"; gene_name "CC2D2B"	1734	exon_number17;exon_number16;exon_number15;exon_number14;exon_number13;exon_number12;exon_number11;exon_number10;exon_number9;exon_number8;exon_number7;exon_number6
chr1_39422374_39424194_+	5	5	0	0.0359712230215827	0.0434782608695652	chr1_39422374_39424194_+	gene_id "ENSG00000127603.25"; transcript_id "ENST00000530275.3"; gene_type "protein_coding"; gene_name "MACF1"	497	exon_number4;exon_number3;exon_number2
chr17_55031168_55081183_+	24	24	0	1	1	chr17_55031168_55081183_+	gene_id "ENSG00000166263.13"; transcript_id "ENST00000398391.6"; gene_type "protein_coding"; gene_name "STXBP4"	1440	exon_number11;exon_number10;exon_number9;exon_number8
chr20_49269942_49271750_-	1	1	0	0.00632911392405063	0.00238095238095238	chr20_49269942_49271750_-	gene_id "ENSG00000124201.14"; transcript_id "ENST00000371754.8"; gene_type "protein_coding"; gene_name "ZNFX1"	1808	exon_number3
chr1_28473554_28474151_+	21	21	0	0.59375	0.176470588235294	chr1_28473554_28474151_+	gene_id "ENSG00000204138.12"; transcript_id "ENST00000373836.4"; gene_type "protein_coding"; gene_name "PHACTR4"	597	exon_number6
chr13_106557048_106559657_-	10	10	0	0.135135135135135	0.0512820512820513	chr13_106557048_106559657_-	gene_id "ENSG00000134884.14"; transcript_id "ENST00000472226.2"; gene_type "protein_coding"; gene_name "ARGLU1"	2609	exon_number2
chr2_181481598_181485992_+	10	10	0	0.0790190735694823	0.440298507462687	chr2_181481598_181485992_+	gene_id "ENSG00000115232.13"; transcript_id "ENST00000397033.6"; gene_type "protein_coding"; gene_name "ITGA4"	395	exon_number10;exon_number9;exon_number8;exon_number7
chr15_75859878_75873568_+	245	245	0	0.141373341027121	0.39047619047619	chr15_75859878_75873568_+	gene_id "ENSG00000140367.11"; transcript_id "ENST00000561851.5"; gene_type "protein_coding"; gene_name "UBE2Q2"	303	exon_number5;exon_number4;exon_number3
chr12_100282943_100298175_+	4	4	0	0.430555555555556	0.0526315789473684	chr12_100282943_100298175_+	gene_id "ENSG00000136021.18"; transcript_id "ENST00000635101.1"; gene_type "protein_coding"; gene_name "SCYL2"	505	exon_number4;exon_number3;exon_number2
chr8_66592440_66602523_-	19	19	0	0.0599369085173502	0.606060606060606	chr8_66592440_66602523_-	gene_id "ENSG00000185697.16"; transcript_id "ENST00000524176.2"; gene_type "protein_coding"; gene_name "MYBL1"	840	exon_number2;exon_number3;exon_number4;exon_number5;exon_number6;exon_number7;exon_number8
chr9_33960826_33996333_-	38	38	0	0.293577981651376	0.130718954248366	chr9_33960826_33996333_-	gene_id "ENSG00000137073.21"; transcript_id "ENST00000379238.5"; gene_type "protein_coding"; gene_name "UBAP2"	614	exon_number4;exon_number5;exon_number6;exon_number7;exon_number8;exon_number9;exon_number10
chr7_77585543_77600806_+	103	103	0	0.063754427390791	0.354385964912281	chr7_77585543_77600806_+	gene_id "ENSG00000127947.15"; transcript_id "ENST00000435495.6"; gene_type "protein_coding"; gene_name "PTPN12"	310	exon_number7;exon_number6;exon_number5;exon_number4
chr6_116698704_116705160_+	50	50	0	0.196850393700787	1	chr6_116698704_116705160_+	gene_id "ENSG00000196911.10"; transcript_id "ENST00000368564.6"; gene_type "protein_coding"; gene_name "KPNA5"	313	exon_number7;exon_number6;exon_number5
chr3_17622648_17625224_-	39	39	0	1	1	chr3_17622648_17625224_-	gene_id "ENSG00000131374.14"; transcript_id "ENST00000473612.1"; gene_type "protein_coding"; gene_name "TBC1D5"	198	exon_number2
chr10_20845258_20852649_-	113	113	0	0.436293436293436	1	chr10_20845258_20852649_-	gene_id "ENSG00000078114.18"; transcript_id "ENST00000377122.8"; gene_type "protein_coding"; gene_name "NEBL"	321	exon_number10;exon_number11;exon_number12
chr16_84979189_84981994_-	8	8	0	0.0481927710843374	0.140350877192982	chr16_84979189_84981994_-	gene_id "ENSG00000153786.12"; transcript_id "ENST00000313732.8"; gene_type "protein_coding"; gene_name "ZDHHC7"	220	exon_number4;exon_number5
chr15_50449400_50462322_+	1	1	0	0.0118694362017804	0.0217391304347826	chr15_50449400_50462322_+	gene_id "ENSG00000138592.13"; transcript_id "ENST00000625664.2"; gene_type "protein_coding"; gene_name "USP8"	289	exon_number5;exon_number4;exon_number3
chr10_68959806_68962157_+	29	29	0	0.155601659751037	0.278846153846154	chr10_68959806_68962157_+	gene_id "ENSG00000165732.12"; transcript_id "ENST00000620315.1"; gene_type "protein_coding"; gene_name "DDX21"	518	exon_number3;exon_number2
chr2_135769769_135772547_+	21	21	0	0.089197224975223	0.954545454545455	chr2_135769769_135772547_+	gene_id "ENSG00000144224.16"; transcript_id "ENST00000272638.13"; gene_type "protein_coding"; gene_name "UBXN4"	345	exon_number9;exon_number8;exon_number7
chr1_26729651_26732792_+	95	95	0	0.558823529411765	0.766129032258065	chr1_26729651_26732792_+	gene_id "ENSG00000117713.19"; transcript_id "ENST00000430799.7"; gene_type "protein_coding"; gene_name "ARID1A"	780	exon_number4;exon_number3;exon_number2
chr9_137752331_137758011_+	7	7	0	0.152173913043478	0.0921052631578947	chr9_137752331_137758011_+	gene_id "ENSG00000181090.20"; transcript_id "ENST00000637161.1"; gene_type "protein_coding"; gene_name "EHMT1"	328	exon_number9;exon_number8;exon_number7
chr12_350621_356537_-	9	9	0	0.108433734939759	0.0173745173745174	chr12_350621_356537_-	gene_id "ENSG00000073614.12"; transcript_id "ENST00000399788.6"; gene_type "protein_coding"; gene_name "KDM5A"	631	exon_number6;exon_number7;exon_number8;exon_number9;exon_number10
chr6_57124734_57161152_+	62	62	0	0.609947643979058	0.35632183908046	chr6_57124734_57161152_+	gene_id "ENSG00000112200.16"; transcript_id "ENST00000491832.6"; gene_type "protein_coding"; gene_name "ZNF451"	3371	exon_number13;exon_number12;exon_number11;exon_number10;exon_number9;exon_number8;exon_number7;exon_number6;exon_number5;exon_number4
chr2_68490190_68515736_+	27	27	0	1	0.0918367346938776	chr2_68490190_68515736_+	gene_id "ENSG00000169621.9"; transcript_id "ENST00000445692.5"; gene_type "protein_coding"; gene_name "APLF"	522	exon_number5;exon_number4;exon_number3;exon_number2
chr4_143527868_143530526_+	1	1	0	0.00980392156862745	0.00249376558603491	chr4_143527868_143530526_+	gene_id "ENSG00000153147.5"; transcript_id "ENST00000283131.3"; gene_type "protein_coding"; gene_name "SMARCA5"	354	exon_number9;exon_number8;exon_number7
chr5_78388837_78421960_+	10	10	0	0.0934579439252336	1	chr5_78388837_78421960_+	gene_id "ENSG00000085365.17"; transcript_id "ENST00000621999.4"; gene_type "protein_coding"; gene_name "SCAMP1"	570	exon_number6;exon_number5;exon_number4;exon_number3;exon_number2
chr10_32565558_32584304_+	110	110	0	0.431623931623932	0.366847826086957	chr10_32565558_32584304_+	gene_id "ENSG00000216937.13"; transcript_id "ENST00000639629.1"; gene_type "protein_coding"; gene_name "CCDC7"	662	exon_number18;exon_number17;exon_number16;exon_number15;exon_number14
chr5_52849365_52865817_+	71	71	0	1	0.616666666666667	chr5_52849365_52865817_+	gene_id "ENSG00000213949.8"; transcript_id "ENST00000282588.6"; gene_type "protein_coding"; gene_name "ITGA1"	558	exon_number6;exon_number5;exon_number4;exon_number3;exon_number2
chr6_130022227_130071127_+	1	1	0	0.0357142857142857	0.0625	chr6_130022227_130071127_+	gene_id "ENSG00000198945.7"; transcript_id "ENST00000529410.5"; gene_type "protein_coding"; gene_name "L3MBTL3"	1326	exon_number15;exon_number14;exon_number13;exon_number12;exon_number11;exon_number10;exon_number9;exon_number8;exon_number7;exon_number6;exon_number5;exon_number4
chr5_32390275_32397338_-	45	45	0	0.130813953488372	0.0695517774343122	chr5_32390275_32397338_-	gene_id "ENSG00000056097.15"; transcript_id "ENST00000265069.12"; gene_type "protein_coding"; gene_name "ZFR"	426	exon_number10;exon_number11;exon_number12
chr5_177536358_177539042_-	5	5	0	1	1	chr5_177536358_177539042_-	gene_id "ENSG00000146067.15"; transcript_id "ENST00000514747.5"; gene_type "protein_coding"; gene_name "FAM193B"	621	exon_number3;exon_number4
chr15_99690241_99696136_+	19	19	0	0.107344632768362	1	chr15_99690241_99696136_+	gene_id "ENSG00000068305.17"; transcript_id "ENST00000449277.6"; gene_type "protein_coding"; gene_name "MEF2A"	187	exon_number6
chr18_69935732_69947532_-	67	67	0	1	0.736263736263736	chr18_69935732_69947532_-	gene_id "ENSG00000150637.8"; transcript_id "ENST00000580335.1"; gene_type "protein_coding"; gene_name "CD226"	506	exon_number2;exon_number3
chr1_156324972_156333643_-	6	6	0	0.00438917337234821	0.0141176470588235	chr1_156324972_156333643_-	gene_id "ENSG00000163468.14"; transcript_id "ENST00000368256.3"; gene_type "protein_coding"; gene_name "CCT3"	727	exon_number5;exon_number6
chr15_63696124_63716473_-	30	22	8	0.5	0.397959183673469	chr15_63696124_63716473_-	gene_id "ENSG00000103657.13"; transcript_id "ENST00000561400.1"; gene_type "protein_coding"; gene_name "HERC1"	1137	exon_number3;exon_number4;exon_number5;exon_number6;exon_number7;exon_number8
chr22_25678816_25695214_+	4	0	4	0.00896860986547085	0.0178571428571429	chr22_25678816_25695214_+	gene_id "ENSG00000100077.14"; transcript_id "ENST00000619906.4"; gene_type "protein_coding"; gene_name "GRK3"	508	exon_number14;exon_number13;exon_number12;exon_number11;exon_number10
chr10_26503197_26541692_+	47	47	0	0.134670487106017	0.0959183673469388	chr10_26503197_26541692_+	gene_id "ENSG00000077420.15"; transcript_id "ENST00000376236.8"; gene_type "protein_coding"; gene_name "APBB1IP"	696	exon_number11;exon_number10;exon_number9;exon_number8;exon_number7;exon_number6
chr3_61989625_62157224_+	12	12	0	1	1	chr3_61989625_62157224_+	gene_id "ENSG00000144724.19"; transcript_id "ENST00000474889.5"; gene_type "protein_coding"; gene_name "PTPRG"	645	exon_number7;exon_number6;exon_number5;exon_number4;exon_number3
chr12_19473248_19500221_+	30	30	0	0.303030303030303	0.447761194029851	chr12_19473248_19500221_+	gene_id "ENSG00000139154.14"; transcript_id "ENST00000360995.8"; gene_type "protein_coding"; gene_name "AEBP2"	417	exon_number5;exon_number4;exon_number3
chr1_243545510_243695716_-	127	127	0	0.466666666666667	0.169107856191744	chr1_243545510_243695716_-	gene_id "ENSG00000117020.16"; transcript_id "ENST00000366539.5"; gene_type "protein_coding"; gene_name "AKT3"	1195	exon_number3;exon_number4;exon_number5;exon_number6;exon_number7;exon_number8;exon_number9;exon_number10;exon_number11;exon_number12
chr6_7602623_7606195_+	44	44	0	0.297297297297297	1	chr6_7602623_7606195_+	gene_id "ENSG00000168566.12"; transcript_id "ENST00000496946.1"; gene_type "protein_coding"; gene_name "SNRNP48"	373	exon_number4;exon_number3;exon_number2
chr4_48086466_48104955_-	64	64	0	0.542372881355932	0.249027237354086	chr4_48086466_48104955_-	gene_id "ENSG00000074966.10"; transcript_id "ENST00000510457.1"; gene_type "protein_coding"; gene_name "TXK"	699	exon_number6;exon_number7;exon_number8;exon_number9
chr6_109368179_109379662_-	98	98	0	1	0.303405572755418	chr6_109368179_109379662_-	gene_id "ENSG00000135535.16"; transcript_id "ENST00000415861.2"; gene_type "protein_coding"; gene_name "CD164"	2458	exon_number1
chr6_167870383_167902386_+	2	2	0	0.305555555555556	0.1	chr6_167870383_167902386_+	gene_id "ENSG00000130396.20"; transcript_id "ENST00000366806.6"; gene_type "protein_coding"; gene_name "AFDN"	1342	exon_number12;exon_number11;exon_number10;exon_number9;exon_number8;exon_number7;exon_number6;exon_number5;exon_number4;exon_number3
chr5_87331348_87353235_+	8	8	0	0.730290456431535	0.153846153846154	chr5_87331348_87353235_+	gene_id "ENSG00000145715.14"; transcript_id "ENST00000456692.6"; gene_type "protein_coding"; gene_name "RASA1"	785	exon_number9;exon_number8;exon_number7;exon_number6;exon_number5;exon_number4;exon_number3;exon_number2
chr11_65435053_65437657_+	23	23	0	1	1	NA	NA	NA	NA
chr22_43039780_43046573_-	52	52	0	1	0.604651162790698	chr22_43039780_43046573_-	gene_id "ENSG00000100271.16"; transcript_id "ENST00000266254.11"; gene_type "protein_coding"; gene_name "TTLL1"	163	exon_number10
chr10_45975454_45988847_+	20	20	0	0.645161290322581	0.0623052959501558	chr10_45975454_45988847_+	gene_id "ENSG00000265354.3"; transcript_id "ENST00000580018.3"; gene_type "protein_coding"; gene_name "TIMM23"	403	exon_number6;exon_number5;exon_number4;exon_number3;exon_number2
chr5_146260745_146271058_+	47	47	0	0.283132530120482	0.427272727272727	chr5_146260745_146271058_+	gene_id "ENSG00000275740.1"; transcript_id "ENST00000506502.2"; gene_type "protein_coding"; gene_name "AC091959.3"	1050	exon_number17;exon_number16;exon_number15;exon_number14;exon_number13;exon_number12;exon_number11
chr5_62393955_62394607_-	1	1	0	0.0099009900990099	0.0166666666666667	chr5_62393955_62394607_-	gene_id "ENSG00000086189.9"; transcript_id "ENST00000514911.5"; gene_type "protein_coding"; gene_name "DIMT1"	215	exon_number7;exon_number8
chr19_18539371_18539720_-	7	7	0	0.029535864978903	0.0150862068965517	chr19_18539371_18539720_-	gene_id "ENSG00000105701.15"; transcript_id "ENST00000222308.8"; gene_type "protein_coding"; gene_name "FKBP8"	257	exon_number3;exon_number4
chr19_42117250_42160392_-	1	1	0	0.875	0.333333333333333	chr19_42117250_42160392_-	gene_id "ENSG00000259436.1"; transcript_id "ENST00000559786.1"; gene_type "antisense"; gene_name "AC010247.2"	1953	exon_number2;exon_number1
chr12_100282943_100315734_+	27	27	0	0.430555555555556	0.415384615384615	chr12_100282943_100315734_+	gene_id "ENSG00000136021.18"; transcript_id "ENST00000635101.1"; gene_type "protein_coding"; gene_name "SCYL2"	1292	exon_number9;exon_number8;exon_number7;exon_number6;exon_number5;exon_number4;exon_number3;exon_number2
